High-1	High-2	Low-2	Low-3
Neurl1b	7	15	18	36
Dusp1	1088	949	593	432
Gm8225	2	1	1	4
1700049J03Rik	0	4	0	9
Ergic1	6682	5801	5151	8225
Gm17218	0	0	0	0
Atp6v0e	8167	9171	8207	7293
Crebrf	304	217	391	409
Bnip1	533	420	428	569
Nkx2-5	0	0	0	0
Gm17382	12	2	5	6
Gm20468	2	0	2	5
Kifc5b	13	0	13	11
Phf1	588	683	994	1109
Cuta	2360	2338	2269	2467
Syngap1	14	6	24	18
Zbtb9	5	1	2	3
Ggnbp1	51	38	27	48
Bak1	12	27	12	27
Itpr3	369	265	398	681
Itpr3os	0	1	0	0
Uqcc2	4271	4421	5365	5264
Ip6k3	0	0	0	0
Lemd2	1111	854	1160	2027
Gm26724	0	0	1	5
AC125141.2	0	0	0	0
AC125141.1	2	0	0	0
AC125141.3	0	0	0	0
AC125141.4	0	0	0	0
Grm4	0	0	0	0
AC127341.3	14	8	5	3
Hmga1	342	272	362	429
AI413582	1872	1936	1423	1536
AC127341.5	20	6	10	10
Nudt3	1635	1376	1734	2451
Rps10	1241	956	861	891
Gm15420	2	5	5	2
Pacsin1	392	178	327	376
Spdef	0	0	0	0
Gm15458	0	0	0	0
D17Wsu92e	1449	1275	1228	1932
Snrpc	387	431	451	454
Uhrf1bp1	294	119	256	303
Taf11	539	495	464	661
Anks1	356	280	269	843
Gm15597	4	10	0	3
Gm15598	0	0	0	0
Tcp11	55	41	7	42
Scube3	4	2	2	3
Zfp523	659	401	618	1323
Def6	76	45	29	37
Ppard	70	65	95	94
Fance	291	342	305	427
Rpl10a	744	643	596	553
Tead3	3	0	0	0
Tulp1	0	0	0	0
Fkbp5	982	843	1390	2294
Gm20109	3	6	11	10
E230001N04Rik	32	19	44	30
Armc12	0	0	0	0
Clpsl2	0	0	0	0
Clps	577	1160	19	218
Lhfpl5	149	165	230	243
Srpk1	898	649	669	938
Slc26a8	4	4	11	11
Mapk14	2433	2131	2502	3408
Mapk13	300	160	47	131
Brpf3	213	137	191	321
Pnpla1os	1	1	2	0
Pnpla1	8	0	1	2
4930539E08Rik	246	136	45	26
1700030A11Rik	0	0	0	0
Gm16191	9	7	1	1
Pxt1	22	26	20	10
Kctd20	2720	1890	1909	3233
Stk38	765	492	695	985
Gm16196	3	9	8	1
Gm16195	1	0	0	0
Srsf3	2886	3057	3178	3614
Trp53cor1	87	64	60	92
Cdkn1a	1435	1416	880	735
Gm16194	0	0	0	0
Rab44	0	5	0	0
Cpne5	0	0	0	1
Ppil1	586	536	510	556
BC004004	3501	2709	3128	4105
Pi16	39	11	5	17
Mtch1	9287	9457	12332	15021
Fgd2	601	737	1102	1383
Gm26885	4	0	0	1
Pim1	20	14	26	20
Gm17657	0	0	0	0
Tmem217	20	10	25	18
Tbc1d22b	890	680	909	1542
Tbc1d22bos	11	5	3	5
Rnf8	210	165	186	290
Gm28043	45	34	45	70
Cmtr1	239	142	190	250
Ccdc167	188	99	123	223
Mdga1	0	0	0	0
Zfand3	524	509	515	505
Btbd9	1128	837	1140	1111
Glo1	1832	1804	2092	2207
1700097N02Rik	0	0	0	0
Dnah8	16	38	51	24
Glp1r	1358	949	2544	4517
Umodl1	4	0	0	0
Abcg1	902	749	879	796
Tff3	2	13	7	9
Tff2	94	91	0	13
Gm15318	0	0	0	0
Tff1	0	0	0	0
Tmprss3	0	2	0	0
Ubash3a	18	3	5	0
Rsph1	593	377	242	381
Slc37a1	2489	1715	1690	2716
Pde9a	4	8	8	1
Wdr4	411	366	394	545
Ndufv3	4511	4026	4009	4198
4833413E03Rik	0	0	0	0
Pknox1	397	286	598	661
Cbs	927	435	421	905
U2af1	1046	947	1000	1002
Cryaa	0	0	0	0
Sik1	240	113	52	84
Hsf2bp	14	7	0	2
Rrp1b	455	417	336	528
Gm17276	0	6	4	7
Notch3	0	6	8	1
Ephx3	0	0	0	0
Brd4	1299	932	1237	1445
Akap8	484	414	487	838
Akap8l	785	591	877	1225
Wiz	434	241	286	726
Gm26858	0	0	0	0
Rasal3	12	21	10	16
Pglyrp2	8	5	0	0
Cyp4f39	742	605	854	1432
Cyp4f17	74	58	62	88
Cyp4f16	454	450	328	418
Cyp4f37	2	2	0	0
Cyp4f40	0	0	0	0
Cyp4f15	0	0	0	0
Zfp871	570	358	818	774
Gm17115	0	1	2	1
Zfp811	18	6	0	0
Gm26693	0	0	0	0
Zfp799	232	93	165	278
Zfp870	67	80	92	52
Cyp4f14	0	1	0	0
Cyp4f13	376	422	564	432
Zfp472	122	132	99	153
Zfp952	295	255	251	304
Zfp763	124	87	132	189
4921501E09Rik	0	0	0	0
Zfp563	109	120	116	122
Morc2b	0	0	0	0
Olfr55	0	0	0	0
Olfr239	0	0	0	0
Olfr1564	0	0	0	0
Zfp955a	28	36	26	71
Olfr63	0	0	0	0
Zfp955b	35	54	76	80
Zfp81	108	90	95	123
Zfp101	47	57	18	72
Actl9	0	0	0	0
Adamts10	3	1	23	0
Myo1f	7	14	2	0
Zfp414	501	512	454	632
Pram1	0	6	7	13
Hnrnpm	2340	1816	2293	3008
March2	849	841	775	1043
Rab11b	1723	1897	2342	2412
Angptl4	16	14	0	6
4931413I07Rik	0	0	0	0
Kank3	23	23	32	62
Rps28	1362	1152	1010	791
Ndufa7	3599	3938	4351	3712
Cd320	370	380	292	395
CT030732.1	0	0	0	0
Kifc1	0	0	1	15
Platr17	0	0	0	0
BC051226	46	49	56	65
Daxx	788	506	440	741
Tapbp	18072	11945	11935	17651
Zbtb22	385	248	312	510
Gm19412	6	6	12	11
Rgl2	174	216	161	387
Pfdn6	1289	997	1019	997
Wdr46	309	238	306	449
B3galt4	224	223	173	282
Rps18	2486	2625	2347	2106
Vps52	1011	985	1171	1663
H2-K1	38429	26525	18478	21251
Ring1	394	353	463	537
Gm26940	3	0	0	1
H2-Ke6	1262	1005	1205	1442
Slc39a7	11458	6889	7173	12385
Rxrb	685	586	908	1074
Col11a2	58	24	55	13
BC051537	0	0	0	0
H2-Oa	6	5	0	0
Brd2	2312	1437	2358	2780
H2-DMa	122	197	143	143
H2-DMb2	7	0	0	0
H2-DMb1	36	23	0	6
Psmb9	1397	957	813	898
Tap1	1374	553	507	995
Psmb8	4387	3134	2372	2657
Gm20496	0	0	0	0
Tap2	2040	1123	958	1406
Gm15821	23	11	25	17
H2-Ob	5	1	0	0
Gm20506	0	0	0	0
H2-Ab1	592	3197	160	287
H2-Aa	393	2123	43	182
Gm20513	0	0	0	0
H2-Eb1	407	2015	115	165
H2-Eb2	0	1	0	0
Btnl2	0	0	0	0
Btnl1	0	0	0	0
BC051142	67	33	34	59
Btnl4	0	0	0	0
Btnl6	0	0	3	1
Notch4	41	63	70	68
Gpsm3	9	33	5	2
Pbx2	370	310	375	434
Ager	19	12	9	5
Rnf5	1559	1953	2128	2276
Gm20463	0	0	0	0
Agpat1	741	563	745	682
Egfl8	5	0	1	3
Ppt2	141	134	96	63
Prrt1	66	58	134	111
Gm20461	0	0	2	0
Fkbpl	231	180	192	257
Atf6b	2033	1563	1534	3260
Tnxb	0	2	0	0
C4b	125	14	57	49
Cyp21a1	0	0	0	0
Stk19	648	425	578	421
Dxo	795	753	762	955
Skiv2l	1141	586	729	1814
Nelfe	1913	1283	1223	1896
Cfb	783	136	30	36
Gm20547	0	0	0	0
C2	89	42	46	45
Zbtb12	27	11	22	9
Ehmt2	1087	687	852	858
Slc44a4	14	7	0	8
Neu1	4266	2898	2607	4556
Hspa1b	14	23	60	34
Hspa1a	20	27	45	36
Gm20481	0	0	0	0
Hspa1l	0	0	5	3
Gm10501	2	5	7	5
Lsm2	535	464	393	573
Vars	1748	1136	1203	2827
Vwa7	0	2	0	0
Sapcd1	0	1	2	0
Msh5	81	34	30	72
Clic1	4309	3231	2517	3002
Ddah2	26	10	1	12
Mpig6b	0	0	0	0
Ly6g6c	0	0	0	0
Ly6g6d	0	0	0	8
Ly6g6e	0	0	0	0
Ly6g6f	0	0	0	0
Abhd16a	4258	3744	3533	5557
Ly6g5c	0	0	0	0
Ly6g5b	0	0	0	0
Csnk2b	1118	1013	1093	1016
Gpank1	256	206	300	286
Gm20522	19	27	30	28
D17H6S53E	39	12	13	7
Apom	2	1	0	0
Bag6	928	681	699	1276
Prrc2a	428	353	556	465
Gm17705	9	10	18	9
Aif1	118	264	6	20
Lst1	75	96	25	18
Ltb	24	2	0	0
Tnf	11	42	7	9
Lta	5	0	0	2
Nfkbil1	151	161	167	170
Gm16181	4	3	1	1
Atp6v1g2	84	89	108	158
Ddx39b	2731	2661	2674	3271
H2-D1	51137	35259	22372	27879
H2-Q1	7	4	4	3
H2-Q2	1973	1694	2382	3086
Gm11131	44	30	8	24
H2-Q4	141	78	67	46
H2-Q6	960	520	117	246
H2-Q7	803	509	154	158
H2-Q10	1	4	0	1
Pou5f1	0	0	0	0
Gm19553	0	0	0	0
Tcf19	69	98	120	117
Cchcr1	97	66	77	88
Psors1c2	0	0	0	0
Cdsn	17	21	46	21
2300002M23Rik	0	0	0	0
Sfta2	0	0	0	1
Gm9573	0	0	0	0
Dpcr1	1	0	0	1
Gm20483	0	0	0	0
Vars2	111	129	165	418
Gtf2h4	436	334	367	459
Ddr1	3263	2996	3791	6568
Gm4577	21	8	19	10
Gm20443	0	0	0	0
Gm20442	0	0	0	0
4833427F10Rik	0	0	0	0
Ier3	1214	825	273	238
Flot1	2575	2099	1940	2693
Tubb5	2146	1483	894	1531
Mdc1	135	121	98	100
Ppp1r18os	0	0	3	0
Nrm	22	32	37	50
Ppp1r18	48	131	5	3
Dhx16	488	301	336	789
2310061I04Rik	709	691	680	756
Gm16279	33	18	2	5
Atat1	283	289	273	379
Mrps18b	757	720	502	621
Ppp1r10	1239	966	1605	2291
Abcf1	1440	967	1000	1466
Prr3	248	304	264	305
Gnl1	1623	1180	1028	2074
Gm20508	0	1	0	1
A930015D03Rik	8	10	5	4
H2-T24	102	65	51	36
H2-T23	11494	6436	4390	4526
H2-T22	1969	788	669	798
Gm6034	1	0	0	0
Gm11127	0	0	0	0
Gm7030	1	4	0	1
BC023719	0	1	5	0
Gm19684	19	11	8	4
2410017I17Rik	3	0	0	0
Gm8909	1	3	2	0
Gm20478	0	1	0	1
H2-T3	0	0	0	0
Gm20546	0	0	0	0
Rpp21	694	667	654	541
Trim39	528	292	342	608
H2-M10.2	0	8	0	10
H2-M10.1	0	0	5	0
H2-M10.3	0	0	0	0
H2-M10.4	0	0	0	0
H2-M11	0	0	0	0
H2-M9	0	0	0	0
H2-M1	0	0	0	0
H2-M10.5	1	0	1	1
H2-M10.6	0	0	0	0
Trim26	912	325	654	1088
Trim15	50	21	0	2
Trim10	0	0	2	0
Trim40	0	0	0	0
Trim31	0	0	0	0
1700031A10Rik	0	0	0	0
Rnf39	16	10	12	11
Ppp1r11	2144	1963	1789	2023
Znrd1	654	652	598	561
Znrd1as	166	207	180	273
2410137M14Rik	0	0	0	0
H2-M5	0	0	0	0
Zfp57	5	0	0	0
Mog	0	0	0	0
Gabbr1	189	121	121	162
Olfr90	0	0	0	0
Olfr91	0	0	0	0
Olfr92	0	0	0	0
Olfr93	0	0	0	0
Ubd	1	1	0	0
Olfr94	0	0	0	0
Olfr95	0	0	0	0
Olfr96	0	0	0	0
Olfr97	0	0	0	0
Olfr98	0	0	0	0
H2-M3	1043	706	630	738
Olfr99	3	1	2	2
Olfr101	1	0	0	0
Olfr102	0	0	0	0
Olfr103	0	0	0	0
Olfr104-ps	0	0	0	0
Olfr105-ps	0	0	0	0
Olfr106-ps	0	0	0	0
Olfr107	0	0	0	0
Olfr108	0	0	0	0
Olfr109	0	0	0	0
H2-M2	7	30	0	0
Olfr110	0	2	0	0
Olfr111	2	1	0	0
Olfr112	0	0	0	0
Olfr113	0	0	0	0
Olfr114	0	0	0	0
Olfr115	0	0	0	0
Olfr116	0	0	0	0
Olfr117	0	0	0	0
Olfr118	0	0	0	0
Olfr119	0	0	0	0
Olfr120	0	0	0	0
Olfr121	0	0	0	0
Olfr122	0	0	0	0
Olfr123	0	0	0	0
Olfr124	0	0	0	0
Olfr125	0	0	0	0
Olfr126	0	0	0	0
Olfr127	0	0	0	0
Olfr128	0	0	0	0
Olfr761	0	0	0	0
Olfr129	0	0	0	0
Olfr130	0	0	0	0
Olfr131	0	0	0	0
Olfr132	0	0	4	0
Olfr133	0	0	0	0
Olfr134	0	0	0	0
Olfr135	0	0	0	0
Olfr138	0	0	0	0
Olfr137	0	0	0	0
Olfr136	0	0	0	0
Esp36	0	0	0	0
Esp34	0	0	0	0
Esp31	0	0	0	0
Esp24	0	0	0	0
Gm21903	0	0	0	0
Esp23	0	0	0	0
Esp18	0	0	0	0
Esp16	0	0	0	0
Esp15	0	0	0	0
Gm26917	24593	7069	16838	16527
Gm42418	13153	4457	8514	3808
AY036118	0	0	0	0
Esp38	0	0	0	0
Pgk2	0	0	0	0
Crisp3	0	0	0	0
Crisp1	0	0	0	0
Esp8	0	0	0	0
Esp6	0	0	0	0
Gm44501	0	0	0	0
Esp4	0	0	0	0
Esp3	0	0	0	0
Esp1	0	0	0	0
Crisp2	2	0	0	4
Rhag	0	0	0	0
9130008F23Rik	0	8	0	0
Glyatl3	0	0	0	0
Cenpq	112	156	90	161
Mut	672	494	663	1200
Ptchd4	0	0	0	0
Opn5	0	0	0	0
Adgrf4	0	2	0	0
Adgrf2	0	0	0	0
Cd2ap	368	332	375	443
Tnfrsf21	1357	1132	1019	1943
Adgrf1	0	0	0	0
Adgrf5	111	26	73	140
Mep1a	0	0	0	0
Ankrd66	0	4	0	0
Pla2g7	335	906	12	62
1700071M16Rik	0	0	0	0
Tdrd6	0	1	0	0
Slc25a27	20	54	32	21
Cyp39a1	99	29	59	34
Rcan2	891	1065	1713	2060
Enpp5	4299	4091	5339	7113
Enpp4	1612	1433	1374	1490
Clic5	144	72	108	134
Runx2	2	6	0	0
Runx2os3	1	0	0	0
Runx2os2	0	0	0	0
Runx2os1	0	1	0	0
Supt3	175	168	109	174
Cdc5l	963	614	1108	1455
B230354K17Rik	30	46	92	166
Spats1	12	10	14	23
Aars2	128	95	94	407
Tcte1	0	0	0	0
Tmem151b	30	34	54	63
Nfkbie	131	122	173	175
Slc35b2	1336	1248	1313	2321
Hsp90ab1	17455	15023	17089	18584
Slc29a1	1470	1768	2608	3086
Gm17080	0	0	3	10
Mymx	0	0	0	0
Capn11	0	0	1	12
Tmem63b	557	471	706	739
Gm16172	0	0	0	0
Mrpl14	941	953	960	843
1600014C23Rik	1	11	0	0
F630040K05Rik	5	0	0	0
Vegfa	4006	2873	4060	6392
Mrps18a	1511	1440	1373	1478
Rsph9	397	425	440	519
Mad2l1bp	339	248	208	202
Gtpbp2	819	468	423	585
Polh	11	42	58	35
Xpo5	362	153	291	456
Polr1c	735	613	685	564
Yipf3	2397	2095	2613	2763
Lrrc73	275	232	234	268
Tjap1	210	192	246	300
Gm26785	1	0	3	0
Dlk2	0	0	0	0
Abcc10	166	114	103	133
Zfp318	215	197	240	195
Crip3	9	0	0	0
Slc22a7	0	0	0	0
Gm5093	1	3	2	3
Ttbk1	4	0	0	5
Gm26904	0	0	1	0
Gm47119	0	0	0	0
Dnph1	168	223	165	197
Cul9	455	256	281	760
Srf	461	376	389	589
Ptk7	12	2	1	5
Klc4	327	247	325	469
Mrpl2	1163	1260	1235	1609
Cul7	352	190	285	534
Rrp36	555	515	618	569
Klhdc3	1027	875	1066	1315
Mea1	1559	1504	1419	1462
Ppp2r5d	520	198	556	605
Pex6	887	742	1018	1790
Gnmt	57	67	69	104
Cnpy3	1909	1397	1715	2537
Ptcra	1	0	0	0
2310039H08Rik	1791	1786	1710	1547
Rpl7l1	2238	2230	2160	2667
Bicral	123	86	151	267
Tbcc	1057	1056	1046	982
Prph2	0	0	0	0
Ubr2	899	577	902	908
Gm16494	0	1	0	0
Mrps10	849	926	813	849
Guca1b	16	12	12	21
Guca1a	56	41	19	35
Gm5814	20	61	39	36
1700001C19Rik	39	33	29	22
AI661453	77	51	57	44
Taf8	253	174	397	537
Ccnd3	1572	1174	1233	1656
Bysl	697	457	599	747
Med20	577	523	604	742
Gm20517	6	13	3	8
Usp49	22	29	46	1
Tomm6	13	8	18	5
Gm21981	0	2	0	3
Tomm6os	4	5	0	4
Prickle4	0	0	2	2
Frs3	75	61	79	110
Frs3os	0	0	0	0
Pgc	0	0	0	0
Tfeb	57	91	161	195
Mdfi	0	0	0	0
Foxp4	319	316	359	551
Gm15556	0	0	0	0
1700122O11Rik	0	0	0	0
1700067P10Rik	0	0	0	0
9830107B12Rik	0	0	0	0
A530064D06Rik	5	32	14	0
Trem1	12	1	0	0
Trem3	0	0	0	0
Treml4	0	0	0	0
Treml2	0	5	0	0
B430306N03Rik	0	68	0	6
Trem2	115	396	1	18
Treml1	0	0	0	0
Nfya	42	39	47	28
Oard1	779	907	1002	875
Apobec2	6	3	0	0
Tspo2	0	0	0	0
Unc5cl	8	6	8	20
Gm45330	153	88	137	174
Lrfn2	0	0	4	0
1700008K24Rik	0	0	0	0
Mocs1	101	86	174	204
Daam2	1	0	0	0
Kif6	7	0	0	2
Gm16555	0	0	0	0
Gm16554	0	0	0	0
Rftn1	28	32	0	1
AY702103	0	0	0	0
Dazl	15	7	33	16
Plcl2	237	241	213	429
Gm7334	35	23	36	30
Tbc1d5	282	110	187	414
Satb1	221	268	283	398
Gm19585	0	0	0	0
Gm27217	26	25	8	13
Kcnh8	55	70	23	29
Efhb	13	2	6	3
Rab5a	1379	1609	2195	2830
Pp2d1	0	4	0	8
Kat2b	269	278	319	318
Sgo1	16	2	31	53
4932415M13Rik	0	0	0	0
Sult1c2	212	212	355	536
Sult1c1	0	0	0	0
Slc5a7	0	0	0	0
1700025K24Rik	0	0	0	0
St6gal2	0	0	0	0
Gm26547	0	0	0	0
Vmn2r118	0	0	0	0
Pot1b	20	7	25	14
Adgre4	3	0	0	0
Zfp119a	220	186	207	151
Zfp959	166	260	232	269
Zfp119b	203	247	245	279
Ebi3	61	64	38	45
Gm16712	6	38	43	26
Ccdc94	256	196	146	279
Shd	0	0	10	0
Fsd1	3	0	0	0
Stap2	58	50	8	10
Mpnd	869	737	747	1304
Sh3gl1	1141	1162	1092	1933
Chaf1a	39	2	4	29
Ubxn6	1396	1221	1432	1985
Hdgfl2	769	371	484	1053
Plin4	0	0	0	0
Plin5	5	0	0	0
Lrg1	2756	650	82	12
Sema6b	47	14	50	84
Tnfaip8l1	6	4	22	10
Mydgf	4671	4084	3996	4529
Dpp9	1745	1340	1951	3731
Fem1a	1019	653	828	1440
Ticam1	345	246	236	366
Plin3	163	185	57	64
Arrdc5	1	0	0	0
Uhrf1	0	23	0	0
Kdm4b	417	398	433	995
Ptprs	182	134	141	301
Znrf4	0	0	0	0
Gm20219	3	2	1	0
Safb2	768	489	571	805
Safb	1002	438	892	1078
2410015M20Rik	2772	2736	2724	2657
Rpl36	1931	1600	1673	1392
Lonp1	1781	897	907	2006
Catsperd	31	16	28	44
Ranbp3	1454	1114	1391	2550
Vmac	1287	1588	1861	2209
Ndufa11	5154	5427	5362	4945
Nrtn	1701	1798	2366	2334
Dus3l	464	449	489	857
Prr22	13	24	8	6
Rfx2	206	176	225	283
Acsbg2	0	0	0	1
1700061G19Rik	30	1	10	22
Mllt1	191	116	156	353
Acer1	0	0	0	0
Clpp	2536	2232	2106	2311
Alkbh7	508	597	684	576
Pspn	4	8	3	8
Gtf2f1	1095	637	591	1088
Gm17949	20	10	17	17
Khsrp	469	415	672	865
Slc25a41	0	0	0	0
Gm17168	0	0	0	0
Slc25a23	506	356	687	840
Crb3	1589	1385	1053	1318
Dennd1c	165	82	95	146
Tubb4a	383	235	220	176
Gm11110	71	80	52	87
Tnfsf9	193	392	131	135
Cd70	0	0	0	0
Tnfsf14	6	0	0	0
C3	262	159	63	90
Gpr108	2918	1814	2251	3249
Trip10	78	71	85	76
Vav1	44	63	13	15
Adgre1	70	123	23	9
Vmn2r120	0	0	0	0
Gm21834	0	0	0	0
Cntnap5c	6	0	0	0
Rpl7a-ps5	0	1	0	0
Pdzph1	0	0	0	0
Nudt12os	0	0	0	2
Nudt12	53	80	103	131
Gm29051	0	0	0	0
Efna5	166	78	101	104
Fbxl17	749	675	1366	1772
A930002H24Rik	21	3	14	3
Fer	389	191	343	539
Pja2	3077	2235	3135	5051
AU016765	0	0	0	0
Man2a1	86	94	48	65
Gm17133	0	0	0	0
4930583I09Rik	0	0	0	0
Tmem232	0	0	0	0
Vapa	4506	4686	4979	6281
Txndc2	0	0	0	0
Rab31	172	153	92	242
Ppp4r1	389	226	272	519
Ralbp1	1194	1144	1580	1335
Twsg1	4222	3680	6077	8451
Ankrd12	901	713	720	840
Ndufv2	4006	4387	4588	4285
Washc1	112	104	111	165
Ddx11	11	25	26	15
Mtcl1	248	293	415	572
Rab12	879	754	1015	1012
Themis3	0	0	0	0
Ptprm	402	187	296	866
1700016K05Rik	5	0	1	1
Gm47471	0	3	3	0
Gm9984	0	0	0	0
Lrrc30	0	0	0	0
Lama1	5	0	0	0
Arhgap28	8	0	5	0
L3mbtl4	0	2	0	0
Tmem200c	0	0	0	0
Epb41l3	2766	1941	2873	5787
2410021H03Rik	706	645	703	787
Zbtb14	310	312	721	1148
A930029G22Rik	64	123	70	69
C030034I22Rik	35	72	42	55
Akain1	317	294	460	587
Dlgap1	87	128	235	224
5031415H12Rik	0	3	0	2
Gm20703	7	0	0	0
Tgif1	141	112	14	13
Gm28727	7	7	0	0
Gm26510	2	6	0	0
Gm26561	0	0	0	0
Gm16519	0	1	0	1
Myl12b	3813	3401	3301	3329
Myl12a	1530	1613	1348	1336
Myom1	2	6	37	10
Lpin2	216	140	272	234
Emilin2	9	65	2	8
Smchd1	230	125	244	340
Gm4707	22	22	14	22
Ndc80	48	32	10	1
Spdya	366	357	263	310
Wdr43	902	694	681	1290
Togaram2	273	232	233	254
Gm15641	0	1	5	0
BC027072	0	0	0	0
Clip4	201	111	191	289
Alk	59	56	87	102
Ypel5	1956	2353	2644	2657
Lbh	697	475	447	297
Lclat1	116	172	144	283
Capn13	0	0	0	0
Galnt14	1255	1291	1786	2631
Ehd3	378	248	292	506
Xdh	261	120	18	119
Srd5a2	0	0	0	0
Memo1	714	781	794	1044
Dpy30	1390	1700	1679	1444
Spast	535	373	412	657
Slc30a6	879	872	766	807
Nlrc4	48	8	0	1
Yipf4	2046	2288	2943	3178
Birc6	522	305	385	564
Gm26749	0	0	1	0
Ttc27	145	88	158	204
Ltbp1	0	0	0	0
Rasgrp3	3	0	0	0
Fam98a	832	553	686	953
Crim1	6	4	0	0
Fez2	280	276	204	392
Gm10093	44	35	42	54
Vit	5	2	0	0
Strn	140	134	114	213
Heatr5b	138	106	121	491
Gpatch11	402	450	421	592
Eif2ak2	653	341	395	541
Gm26637	60	38	12	22
Sult6b1	3	3	0	4
Cebpzos	482	569	600	508
Cebpz	798	433	658	738
Ndufaf7	778	800	758	923
Prkd3	36	52	30	33
Qpct	146	251	159	221
Cdc42ep3	44	74	72	82
Gm17315	0	0	2	1
Rmdn2	146	121	129	125
Cyp1b1	0	0	0	0
Atl2	1019	1115	918	1599
Hnrnpll	843	918	1051	1489
Galm	16	25	0	0
Srsf7	3222	3563	2840	3367
Ttc39d	9	8	22	27
Gemin6	915	717	681	688
Dhx57	149	118	114	318
Morn2	538	488	585	523
Arhgef33	58	59	47	58
Gm10190	0	0	0	0
Sos1	206	88	149	146
Cdkl4	2	12	31	20
Map4k3	237	122	214	356
C230072F16Rik	0	0	0	0
Tmem178	7	0	0	0
Thumpd2	109	42	108	161
Slc8a1	30	14	47	75
Gm11096	0	0	0	0
Gm6594	0	0	0	0
Gm29052	0	0	0	0
Pkdcc	2248	1773	2668	4079
Eml4	261	179	269	287
Cox7a2l	1353	1521	2091	1658
Kcng3	26	9	10	6
Mta3	555	556	712	1114
Haao	0	8	0	0
C430042M11Rik	3	0	0	4
Zfp36l2	294	257	349	502
Thada	182	121	189	298
Plekhh2	87	27	67	87
Dync2li1	789	566	615	840
Abcg5	0	0	0	0
Abcg8	0	0	0	0
Lrpprc	1118	884	1011	2095
1110020A21Rik	77	102	115	97
Ppm1b	1614	1564	2129	2861
Slc3a1	3	4	0	26
Prepl	1780	1687	2162	3722
Camkmt	462	396	370	481
Six3	0	0	0	0
Gm28528	0	0	0	0
Six2	0	0	0	0
Gm29418	0	0	0	0
Srbd1	343	406	298	513
Prkce	367	268	486	606
2010106C02Rik	0	0	0	0
Gm10309	0	0	0	2
Epas1	0	1	0	0
Gm29168	0	0	0	0
Tmem247	0	0	0	0
Atp6v1e2	0	0	0	0
Rhoq	390	372	415	655
Pigf	196	247	246	188
Cript	1614	1710	1736	1635
Socs5	224	166	204	370
Mcfd2	4269	3383	2755	4085
4833418N02Rik	68	51	65	90
Ttc7	284	214	195	600
Gm15978	0	0	0	0
0610012D04Rik	0	0	0	0
Stpg4	0	0	0	0
Calm2	8248	9161	8727	9833
Gm28676	0	0	0	0
Epcam	6695	5913	6069	6818
Msh2	303	142	230	356
Kcnk12	389	360	671	730
Rpl36-ps4	1	0	1	0
Msh6	210	104	338	488
Fbxo11	176	212	268	225
Gm26612	0	0	0	0
Foxn2	137	84	94	130
Ppp1r21	388	253	234	438
Ston1	1	0	0	1
Gtf2a1l	3	0	0	1
Lhcgr	0	0	0	0
Fshr	0	0	0	0
Gm10184	10	15	10	20
Nrxn1	311	310	600	508
Gm10308	0	0	0	0
Gm6741	3	5	1	1
Gm15404	0	0	0	0
Adcyap1	0	13	0	0
Mettl4	191	71	99	145
Gm1976	96	74	90	49
Gm26734	5	13	8	11
Gm20939	31	29	28	69
Gm29277	0	0	0	0
Gm29089	0	0	0	0
Zfy1	0	0	0	0
Uba1y	0	0	0	0
Gm28588	0	0	0	0
Gm28587	0	0	0	0
Kdm5d	61	97	221	183
Eif2s3y	947	892	866	1294
Gm29650	27	21	21	40
Uty	334	299	283	533
Ddx3y	692	531	752	968
Usp9y	0	0	0	0
Zfy2	0	0	0	0
H2al2c	0	0	0	0
Sry	0	0	0	0
H2al2b	0	0	0	0
Gm4064	0	0	0	0
Rbmy	0	0	0	0
Gm10256	0	0	0	0
Gm10352	0	0	0	0
Gm29289	0	0	0	0
Gm21677	0	0	0	0
Gm21693	0	0	0	0
Gm21704	0	0	0	0
Gm21708	0	0	0	0
Gm3376	0	0	0	0
Gm28242	0	0	0	0
Gm28357	0	0	0	0
Gm29351	0	0	0	0
Gm29349	0	0	0	0
Gm20918	0	0	0	0
Gm29353	0	0	0	0
Gm21820	0	0	0	0
Gm29158	0	0	0	0
Gm21854	0	0	0	0
Gm20914	0	0	0	0
Gm28171	0	0	0	0
Gm28173	0	0	0	0
Gm29194	0	0	0	0
Gm21778	0	0	0	0
Gm29198	0	0	0	0
Gm29193	0	0	0	0
Gm28430	0	0	0	0
Gm21746	0	0	0	0
Gm28593	0	0	0	0
Gm20873	0	0	0	0
Gm28919	0	0	0	0
Gm21719	0	0	0	0
Gm28444	0	0	0	0
Gm20830	0	0	0	0
Gm28442	0	0	0	0
Gm28445	0	0	0	0
Gm28999	0	0	0	0
Gm21244	0	0	0	0
Gm28998	0	0	0	0
Gm28398	0	0	0	0
Gm28395	0	0	0	0
Gm21788	0	0	0	0
Gm28394	0	0	0	0
Gm28393	0	0	0	0
Gm20826	0	0	0	0
Gm28576	0	0	0	0
Gm28575	0	0	0	0
Gm28571	0	0	0	0
Gm28570	0	0	0	0
Gm29049	0	0	0	0
Gm20825	0	0	0	0
Gm29046	0	0	0	0
Gm29043	0	0	0	0
Gm29044	0	0	0	0
Gm20824	0	0	0	0
Gm28147	0	0	0	0
Gm28331	0	0	0	0
Gm20815	0	0	0	0
Gm29364	0	0	0	0
Gm29363	0	0	0	0
